"","Date","HKK","NewEast","NewWest"
"1",2010-01-01,16.9655913978495,16.3161290322581,16.4209677419355
"2",2010-02-01,17.8916666666667,17.5125,17.5392857142857
"3",2010-03-01,20.1150537634409,19.7690702087287,19.8008064516129
"4",2010-04-01,21.1433333333333,20.6401149425287,21.1075
"5",2010-05-01,25.6021505376344,25.2424964936886,25.7475806451613
"6",2010-06-01,27.0511111111111,27.1084126984127,26.8866666666667
"7",2010-07-01,29.1817204301075,28.8263723825693,28.8338709677419
"8",2010-08-01,28.9333333333333,28.7537634408602,28.4266594982079
"9",2010-09-01,28.1277777777778,27.9322222222222,27.6926666666667
"10",2010-10-01,25.1387096774194,24.5118279569892,24.6509677419355
"11",2010-11-01,21.2144444444444,20.5777777777778,20.8793333333333
"12",2010-12-01,17.9301075268817,17.0451612903226,17.5935483870968
"13",2011-01-01,13.6881720430108,12.347311827957,12.7987096774194
"14",2011-02-01,16.1452380952381,15.6,15.8139682539683
"15",2011-03-01,17.901935483871,17.3634408602151,17.6645161290323
"16",2011-04-01,22.5633333333333,22.5377777777778,22.6446666666667
"17",2011-05-01,25.9193548387097,25.5967741935484,25.8432258064516
"18",2011-06-01,28.4333333333333,28.31,28.302
"19",2011-07-01,28.7279569892473,28.5935483870968,28.4774193548387
"20",2011-08-01,29.4064516129032,29.3440860215054,29.1122849462366
"21",2011-09-01,28.1550957854406,27.6233333333333,27.7547619047619
"22",2011-10-01,24.9344086021505,24.2247311827957,24.5174193548387
"23",2011-11-01,23.1852490421456,22.5311111111111,22.7856551724138
"24",2011-12-01,17.0835001853912,15.7709677419355,16.4103225806452
"25",2012-01-01,15.2021505376344,13.8849462365591,14.2587096774194
"26",2012-02-01,16.1137931034483,15.0655172413793,15.8655172413793
"27",2012-03-01,19.3763440860215,18.4688172043011,19.3464516129032
"28",2012-04-01,23.8611111111111,23.4244444444444,23.7773333333333
"29",2012-05-01,27.1118279569892,26.7677419354839,27.1535483870968
"30",2012-06-01,28.1544444444444,27.6744444444444,27.9626666666667
"31",2012-07-01,28.6763440860215,28.2087311827957,28.3135483870968
"32",2012-08-01,29.389247311828,28.8552836484983,29.0154838709677
"33",2012-09-01,27.8566666666667,27.1499206349206,27.6673333333333
"34",2012-10-01,25.3064516129032,24.7236559139785,25.3045161290323
"35",2012-11-01,22.3788888888889,21.2444444444444,21.8166666666667
"36",2012-12-01,18.1043010752688,16.9096774193548,17.4109677419355
"37",2013-01-01,16.9752688172043,15.7322580645161,16.2303225806452
"38",2013-02-01,19.272619047619,18.5857142857143,19.0607142857143
"39",2013-03-01,20.6290322580645,19.7118279569892,20.5096774193548
"40",2013-04-01,21.882619047619,21.13,21.7353333333333
"41",2013-05-01,25.7602150537634,25.4704086021505,25.7622365591398
"42",2013-06-01,28.2533333333333,28.1644444444444,28.0784761904762
"43",2013-07-01,28.0774193548387,28.005376344086,27.9735483870968
"44",2013-08-01,28.6172043010753,28.6036482334869,28.2884086021505
"45",2013-09-01,27.7733333333333,27.4802380952381,27.4113333333333
"46",2013-10-01,25.5652947719689,25.0806451612903,25.2129032258064
"47",2013-11-01,21.93,21.0844444444444,21.4966666666667
"48",2013-12-01,16.052688172043,14.4559139784946,15.3974193548387
"49",2014-01-01,16.2086021505376,15.258064516129,15.9554838709677
"50",2014-02-01,15.5607142857143,14.777380952381,15.2085714285714
"51",2014-03-01,18.8075268817204,18.446523297491,18.9129032258065
"52",2014-04-01,22.7277777777778,22.5488888888889,22.9086666666667
"53",2014-05-01,26.2634408602151,25.9548387096774,26.2367741935484
"54",2014-06-01,28.8377777777778,28.6455555555556,28.664
"55",2014-07-01,29.6182795698925,29.4150537634409,29.2793548387097
"56",2014-08-01,28.7956989247312,28.647311827957,28.5401334816463
"57",2014-09-01,28.7077777777778,28.5177777777778,28.466
"58",2014-10-01,25.9494623655914,25.7258064516129,26.0030752688172
"59",2014-11-01,22.5522222222222,22.1711111111111,22.4006666666667
"60",2014-12-01,16.2763440860215,15.2591397849462,15.5935483870968
"61",2015-01-01,16.2634408602151,15.5666666666667,16.1348387096774
"62",2015-02-01,17.525,17.1547619047619,17.6735714285714
"63",2015-03-01,19.9688172043011,19.5408602150538,20.1948387096774
"64",2015-04-01,23.1988888888889,23.0088888888889,23.128
"65",2015-05-01,27.2215053763441,27.0301075268817,27.2161290322581
"66",2015-06-01,29.4422222222222,29.4855555555556,29.202
"67",2015-07-01,28.9376344086022,28.6838709677419,28.6593548387097
"68",2015-08-01,29.047311827957,28.9322580645161,28.6606451612903
"69",2015-09-01,28.2322222222222,27.9655555555556,28
"70",2015-10-01,25.805376344086,25.310752688172,25.5219139784946
"71",2015-11-01,24.0022222222222,23.4577777777778,23.7593333333333
"72",2015-12-01,18.6451612903226,17.6258064516129,17.9116129032258
"73",2016-01-01,16.141935483871,15.2978494623656,15.5941935483871
"74",2016-02-01,15.5896551724138,14.6057471264368,14.8951724137931
"75",2016-03-01,17.647311827957,17.1602150537634,17.6122580645161
"76",2016-04-01,23.6566666666667,23.5409523809524,23.6879310344828
"77",2016-05-01,26.6870967741935,26.3225806451613,26.5787096774194
"78",2016-06-01,29.0033333333333,28.8088888888889,28.782
"79",2016-07-01,29.5816487455197,29.33,29.161935483871
"80",2016-08-01,28.341935483871,28.0956989247312,27.8522580645161
"81",2016-09-01,27.9730651340996,27.5566666666667,27.4346666666667
"82",2016-10-01,26.6489432703003,26.0623655913978,26.3438709677419
"83",2016-11-01,22.1377777777778,21.3928888888889,21.57
"84",2016-12-01,19.6225806451613,18.5827956989247,19.2062150537634
"85",2017-01-01,18.4859387923904,17.8354838709677,18.2129032258064
"86",2017-02-01,16.7047619047619,16.2542768959436,16.6664285714286
"87",2017-03-01,19.3207168458781,18.9096774193548,19.5335483870968
"88",2017-04-01,22.9433333333333,22.7377777777778,22.8693333333333
"89",2017-05-01,25.7376344086022,25.5623655913978,25.7587096774194
"90",2017-06-01,28.6877777777778,28.5655555555556,28.5213333333333
"91",2017-07-01,28.8655913978495,28.5591397849462,28.3438709677419
"92",2017-08-01,29.2537634408602,29.2075268817204,29.0166058906031
"93",2017-09-01,28.9611111111111,28.7077777777778,28.7738333333333
"94",2017-10-01,26.5,25.6559139784946,26.0245161290323
"95",2017-11-01,22.4133333333333,21.5988888888889,21.8480952380952
"96",2017-12-01,18.0397849462366,17.3849462365591,17.8077419354839
"97",2018-01-01,16.0774193548387,15.4,15.84
"98",2018-02-01,15.9464285714286,15.3357142857143,15.7528571428571
"99",2018-03-01,20.5860215053763,20.1333333333333,20.6477419354839
"100",2018-04-01,23.2866666666667,22.98,23.2433333333333
"101",2018-05-01,27.9569892473118,28.0989247311828,28.1741935483871
"102",2018-06-01,28.3988888888889,28.15,28.304
"103",2018-07-01,28.8666666666667,28.7311827956989,28.7425806451613
"104",2018-08-01,28.3397849462366,28.110752688172,28.081935483871
"105",2018-09-01,27.7877777777778,27.7077777777778,27.6869523809524
"106",2018-10-01,25.0193548387097,24.5043010752688,24.7870967741936
"107",2018-11-01,22.8311111111111,22.41,22.7413333333333
"108",2018-12-01,19.1354838709677,18.0204301075269,18.6127419354839
"109",2019-01-01,17.958064516129,17.4698924731183,17.9073387096774
"110",2019-02-01,20.1059523809524,19.7416666666667,20.3342857142857
"111",2019-03-01,20.9096774193548,20.4784946236559,20.9651612903226
"112",2019-04-01,24.4344444444444,24.4088888888889,24.7173333333333
"113",2019-05-01,25.2451612903226,25.1322580645161,25.36
"114",2019-06-01,28.6677777777778,28.5054761904762,28.696
"115",2019-07-01,29.1397849462366,29.0666666666667,29.1070967741935
"116",2019-08-01,28.7818687430478,29.0591397849462,28.7944301075269
"117",2019-09-01,28.4855555555556,28.2577777777778,28.058
"118",2019-10-01,26.1763440860215,25.8827956989247,26.0993548387097
"119",2019-11-01,22.6033333333333,22.0788888888889,22.5602898550725
"120",2019-12-01,18.8096774193548,18.347311827957,18.8258064516129
"121",2020-01-01,18.4010752688172,17.9387096774194,18.4154838709677
"122",2020-02-01,18.3471264367816,17.9551724137931,18.3034482758621
"123",2020-03-01,21.2537634408602,20.8548387096774,21.4090322580645
"124",2020-04-01,21.6555555555556,21.4766666666667,21.5786666666667
"125",2020-05-01,27.347311827957,27.3956989247312,27.3690322580645
"126",2020-06-01,29.1342735042735,29.1444444444444,29.0446666666667
"127",2020-07-01,29.8645161290323,30.2064516129032,29.7008709677419
"128",2020-08-01,28.7161290322581,28.589247311828,28.012064516129
"129",2020-09-01,28.0733333333333,27.8233333333333,27.6133333333333
"130",2020-10-01,25.3924731182796,25.0322580645161,24.916935483871
"131",2020-11-01,23.4477777777778,22.9544444444444,23.1065714285714
"132",2020-12-01,18.1688172043011,17.2408602150538,17.5451612903226
"133",2021-01-01,16,15.310752688172,15.6774193548387
"134",2021-02-01,19.2595238095238,18.8488095238095,19.1342857142857
"135",2021-03-01,21.8462365591398,21.5838709677419,21.7922580645161
"136",2021-04-01,23.8477777777778,23.77,24.1093333333333
"137",2021-05-01,28.6870967741935,28.8440860215054,28.8948387096774
"138",2021-06-01,28.5277777777778,28.4933333333333,28.6646666666667
"139",2021-07-01,29.4841577060932,29.3258064516129,29.3184086021505
"140",2021-08-01,28.5655913978495,28.4462365591398,28.2684562211982
"141",2021-09-01,29.5255555555556,29.0944444444444,29.1
"142",2021-10-01,25.9021505376344,25.0688172043011,25.2793548387097
"143",2021-11-01,22.0877777777778,21.1033333333333,21.68
"144",2021-12-01,18.758064516129,17.6709677419355,18.241935483871
"145",2022-01-01,17.8666666666667,17.2860215053763,17.840489432703
"146",2022-02-01,15.2738095238095,14.4404761904762,14.9080357142857
"147",2022-03-01,21.4032258064516,21.2698924731183,21.3741935483871
"148",2022-04-01,23.4133333333333,23.2233333333333,24.2475632183908
"149",2022-05-01,24.8559139784946,24.594623655914,24.7516129032258
"150",2022-06-01,28.2111111111111,28.3265079365079,28.058
"151",2022-07-01,29.8193548387097,29.9150537634409,29.6625806451613
"152",2022-08-01,28.6290322580645,28.4860215053763,28.2412903225806
